Qué,Pregunta,Respuesta,Nivel CSV,Nivel en el juego
respuesta añadida,Nombra una película basada en un libro,La sombra del viento,,3
respuesta añadida,Nombra una película basada en un libro,La colmena,,3
respuesta añadida,Nombra una película basada en un libro,Réquiem por un campesino español,,3
respuesta añadida,Nombra una película basada en un libro,Tristana,,3
respuesta añadida,Nombra una película basada en un libro,Marianela,,3
respuesta añadida,Nombra una película basada en un libro,Fortunata y Jacinta,,3
respuesta añadida,Nombra una película basada en un libro,La Regenta,,3
respuesta añadida,Nombra una película basada en un libro,El Lazarillo de Tormes,,3
respuesta añadida,Nombra una película basada en un libro,Jackie Brown,,3
respuesta añadida,Nombra un director o directora de cine,Woody Allen,,1
respuesta añadida,Nombra un director o directora de cine,Santiago Segura,,1
respuesta añadida,Nombra un director o directora de cine,Charles Chaplin,,1
respuesta añadida,Nombra un director o directora de cine,Alfonso Cuarón,,1
respuesta añadida,Nombra un director o directora de cine,Alejandro González Iñárritu,,1
respuesta añadida,Nombra un director o directora de cine,Michael Bay,,1
respuesta añadida,Nombra un director o directora de cine,J. J. Abrams,,1
respuesta añadida,Nombra un director o directora de cine,Zack Snyder,,1
respuesta añadida,Nombra un director o directora de cine,Guy Ritchie,,1
respuesta añadida,Nombra un director o directora de cine,Ron Howard,,1
respuesta añadida,Nombra un director o directora de cine,Robert Zemeckis,,1
respuesta añadida,Nombra un director o directora de cine,Sam Raimi,,1
respuesta añadida,Nombra un director o directora de cine,Mel Brooks,,1
respuesta añadida,Nombra un director o directora de cine,Orson Welles,,1
respuesta añadida,Nombra un director o directora de cine,Billy Wilder,,2
respuesta añadida,Nombra un director o directora de cine,John Ford,,2
respuesta añadida,Nombra un director o directora de cine,Sergio Leone,,2
respuesta añadida,Nombra un director o directora de cine,Roman Polanski,,2
respuesta añadida,Nombra un director o directora de cine,Oliver Stone,,2
respuesta añadida,Nombra un director o directora de cine,Spike Lee,,2
respuesta añadida,Nombra un director o directora de cine,Hermanos Coen,,2
respuesta añadida,Nombra un director o directora de cine,Hermanas Wachowski,,2
respuesta añadida,Nombra un director o directora de cine,Rob Reiner,,2
respuesta añadida,Nombra un director o directora de cine,Tony Scott,,2
respuesta añadida,Nombra un director o directora de cine,Danny Boyle,,2
respuesta añadida,Nombra un director o directora de cine,Sam Mendes,,2
respuesta añadida,Nombra un director o directora de cine,Paul Thomas Anderson,,2
respuesta añadida,Nombra un director o directora de cine,Darren Aronofsky,,2
respuesta añadida,Nombra un director o directora de cine,Damien Chazelle,,2
respuesta añadida,Nombra un director o directora de cine,Taika Waititi,,2
respuesta añadida,Nombra un director o directora de cine,James Gunn,,2
respuesta añadida,Nombra un director o directora de cine,John Carpenter,,2
respuesta añadida,Nombra un director o directora de cine,Wes Craven,,2
respuesta añadida,Nombra un director o directora de cine,George A. Romero,,2
respuesta añadida,Nombra un director o directora de cine,Brian De Palma,,2
respuesta añadida,Nombra un director o directora de cine,Kathryn Bigelow,,2
respuesta añadida,Nombra un director o directora de cine,Lars von Trier,,2
respuesta añadida,Nombra un director o directora de cine,Vittorio De Sica,,2
respuesta añadida,Nombra un director o directora de cine,Bernardo Bertolucci,,2
respuesta añadida,Nombra un director o directora de cine,Giuseppe Tornatore,,2
respuesta añadida,Nombra un director o directora de cine,Luc Besson,,2
respuesta añadida,Nombra un director o directora de cine,Jean-Pierre Jeunet,,2
respuesta añadida,Nombra un director o directora de cine,Wong Kar-wai,,2
respuesta añadida,Nombra un director o directora de cine,Zhang Yimou,,2
respuesta añadida,Nombra un director o directora de cine,Ang Lee,,2
respuesta añadida,Nombra un director o directora de cine,Juan José Campanella,,2
respuesta añadida,Nombra un director o directora de cine,Bigas Luna,,2
respuesta añadida,Nombra un director o directora de cine,Julio Medem,,2
respuesta añadida,Nombra un director o directora de cine,Paco León,,2
respuesta añadida,Nombra un director o directora de cine,Fernando Colomo,,2
respuesta añadida,Nombra un director o directora de cine,Mariano Ozores,,2
respuesta añadida,Nombra un director o directora de cine,Pilar Miró,,2
respuesta añadida,Nombra un director o directora de cine,Jane Campion,,3
respuesta añadida,Nombra un director o directora de cine,Chloé Zhao,,3
respuesta añadida,Nombra un director o directora de cine,Michael Haneke,,3
respuesta añadida,Nombra un director o directora de cine,Pier Paolo Pasolini,,3
respuesta añadida,Nombra un director o directora de cine,Roberto Rossellini,,3
respuesta añadida,Nombra un director o directora de cine,Luchino Visconti,,3
respuesta añadida,Nombra un director o directora de cine,Paolo Sorrentino,,3
respuesta añadida,Nombra un director o directora de cine,Céline Sciamma,,3
respuesta añadida,Nombra un director o directora de cine,Hirokazu Kore-eda,,3
respuesta añadida,Nombra un director o directora de cine,Takeshi Kitano,,3
respuesta añadida,Nombra un director o directora de cine,Pablo Larraín,,3
respuesta añadida,Nombra un director o directora de cine,Damián Szifron,,3
respuesta añadida,Nombra un director o directora de cine,Cohn y Duprat,,3
respuesta añadida,Nombra un director o directora de cine,Carlos Vermut,,3
respuesta añadida,Nombra un director o directora de cine,Nacho G. Velilla,,3
respuesta añadida,Nombra un director o directora de cine,Borja Cobeaga,,3
respuesta añadida,Nombra un director o directora de cine,Alauda Ruiz de Azúa,,3
respuesta añadida,Nombra un director o directora de cine,Estibaliz Urresola,,3
respuesta añadida,Nombra un director o directora de cine,Benito Zambrano,,3
respuesta añadida,Nombra un director o directora de cine,Achero Mañas,,3
respuesta añadida,Nombra un director o directora de cine,Cesc Gay,,3
respuesta añadida,Nombra un director o directora de cine,Gracia Querejeta,,3
respuesta añadida,Nombra un director o directora de cine,Mario Camus,,3
respuesta añadida,Nombra un director o directora de cine,Iván Zulueta,,3
respuesta añadida,Nombra un director o directora de cine,Juanma Bajo Ulloa,,3
respuesta añadida,Nombra un director o directora de cine,Pedro Masó,,3
respuesta añadida,Nombra un director o directora de cine,Jaime Chávarri,,3
respuesta añadida,Nombra un director o directora de cine,Manuel Gutiérrez Aragón,,3
respuesta añadida,Nombra un director o directora de cine,Ruben Östlund,,3
respuesta añadida,Nombra un director o directora de cine,Justine Triet,,3
respuesta añadida,Nombra un director o directora de cine,Celine Song,,3
respuesta añadida,Nombra un director o directora de cine,Asghar Farhadi,,3
respuesta añadida,Nombra un director o directora de cine,Satyajit Ray,,4
respuesta añadida,Nombra un director o directora de cine,Abbas Kiarostami,,4
respuesta añadida,Nombra un director o directora de cine,Lucrecia Martel,,4
respuesta añadida,Nombra un director o directora de cine,Basilio Martín Patino,,4
respuesta añadida,Nombra un director o directora de cine,Josefina Molina,,4
respuesta añadida,Nombra un director o directora de cine,Pedro Olea,,4
respuesta añadida,Nombra un director o directora de cine,Ricardo Franco,,4
respuesta añadida,Nombra un director o directora de cine,Patricia Ferreira,,4
respuesta añadida,Nombra un cantante o una cantante internacional,Enrique Iglesias,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Julio Iglesias,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Ricky Martin,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Luis Miguel,,1
respuesta añadida,Nombra un cantante o una cantante internacional,J Balvin,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Maluma,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Karol G,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Daddy Yankee,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Juanes,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Pitbull,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Kanye West,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Jay-Z,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Snoop Dogg,,1
respuesta añadida,Nombra un cantante o una cantante internacional,50 Cent,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Tupac,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Bob Marley,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Louis Armstrong,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Robbie Williams,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Bon Jovi,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Kurt Cobain,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Ozzy Osbourne,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Mick Jagger,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Bono,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Avicii,,1
respuesta añadida,Nombra un cantante o una cantante internacional,David Guetta,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Calvin Harris,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Camila Cabello,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Shawn Mendes,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Lewis Capaldi,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Alicia Keys,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Usher,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Laura Pausini,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Eros Ramazzotti,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Andrea Bocelli,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Édith Piaf,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Gloria Estefan,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Celia Cruz,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Thalía,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Paulina Rubio,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Marc Anthony,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Avril Lavigne,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Pink,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Gwen Stefani,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Nina Simone,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Johnny Cash,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Dolly Parton,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Jimi Hendrix,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Janis Joplin,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Jim Morrison,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Enya,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Chris Martin,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Liam Gallagher,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Noel Gallagher,,1
respuesta añadida,Nombra un cantante o una cantante internacional,Ozuna,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Anuel AA,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Rauw Alejandro,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Peso Pluma,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Nicky Jam,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Becky G,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Anitta,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Juan Luis Guerra,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Carlos Vives,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Tiziano Ferro,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Zucchero,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Måneskin,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Stromae,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Charles Aznavour,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Serge Gainsbourg,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Johnny Hallyday,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Aya Nakamura,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Ella Fitzgerald,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Billie Holiday,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Kenny Rogers,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Willie Nelson,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Chris Brown,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Ne-Yo,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Akon,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Flo Rida,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Dr. Dre,,2
respuesta añadida,Nombra un cantante o una cantante internacional,The Notorious B.I.G.,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Lil Wayne,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Lil Nas X,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Lizzo,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Megan Thee Stallion,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Halsey,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Charlie Puth,,2
respuesta añadida,Nombra un cantante o una cantante internacional,James Arthur,,2
respuesta añadida,Nombra un cantante o una cantante internacional,George Ezra,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Martin Garrix,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Tiësto,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Marshmello,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Kygo,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Axl Rose,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Morrissey,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Sinéad O'Connor,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Florence Welch,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Ellie Goulding,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Jessie J,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Rita Ora,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Anne-Marie,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Olivia Newton-John,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Barbra Streisand,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Diana Ross,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Janet Jackson,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Kelly Clarkson,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Alanis Morissette,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Norah Jones,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Michael Bublé,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Tony Bennett,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Dean Martin,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Nat King Cole,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Chuck Berry,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Little Richard,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Roy Orbison,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Lou Reed,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Iggy Pop,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Leonard Cohen,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Neil Young,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Paul Simon,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Billy Joel,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Zayn,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Jungkook,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Lisa,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Jennie,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Rosé,,2
respuesta añadida,Nombra un cantante o una cantante internacional,PSY,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Benson Boone,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Teddy Swims,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Tate McRae,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Raye,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Mylène Farmer,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Luke Combs,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Morgan Wallen,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Kacey Musgraves,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Garth Brooks,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Tom Walker,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Gary Barlow,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Liza Minnelli,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Bing Crosby,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Jerry Lee Lewis,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Buddy Holly,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Patti Smith,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Joni Mitchell,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Art Garfunkel,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Niall Horan,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Louis Tomlinson,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Jimin,,3
respuesta añadida,Nombra un cantante o una cantante internacional,Noah Kahan,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Gracie Abrams,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Conan Gray,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Zach Bryan,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Djo,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Mac DeMarco,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Clairo,,2
respuesta añadida,Nombra un cantante o una cantante internacional,beabadoobee,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Laufey,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Reneé Rapp,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Troye Sivan,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Omar Apollo,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Ice Spice,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Central Cee,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Stormzy,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Dave,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Little Simz,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Arctic Monkeys,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Maggie Rogers,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Lord Huron,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Vance Joy,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Passenger,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Ben Howard,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Tom Odell,,2
respuesta añadida,Nombra un cantante o una cantante internacional,James Blunt,,2
respuesta añadida,Nombra un cantante o una cantante internacional,James Bay,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Dermot Kennedy,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Olivia Dean,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Jorja Smith,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Mahalia,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Tems,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Burna Boy,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Wizkid,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Rema,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Ayra Starr,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Victoria Monét,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Summer Walker,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Jhené Aiko,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Kehlani,,2
respuesta añadida,Nombra un cantante o una cantante internacional,H.E.R.,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Daniel Caesar,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Giveon,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Brent Faiyaz,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Steve Lacy,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Khalid,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Jack Harlow,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Lil Baby,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Future,,2
respuesta añadida,Nombra un cantante o una cantante internacional,21 Savage,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Metro Boomin,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Playboi Carti,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Lil Uzi Vert,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Juice WRLD,,2
respuesta añadida,Nombra un cantante o una cantante internacional,XXXTentacion,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Mac Miller,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Childish Gambino,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Anderson .Paak,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Tyla,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Doechii,,2
respuesta añadida,Nombra un cantante o una cantante internacional,GloRilla,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Latto,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Saweetie,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Bebe Rexha,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Ava Max,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Zara Larsson,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Tove Lo,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Robyn,,2
respuesta añadida,Nombra un cantante o una cantante internacional,MØ,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Aurora,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Sigrid,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Girl in Red,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Dagny,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Alan Walker,,2
respuesta añadida,Nombra un cantante o una cantante internacional,David Kushner,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Myles Smith,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Alex Warren,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Shaboozey,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Chris Stapleton,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Jelly Roll,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Gotye,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Lizzy McAlpine,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Sufjan Stevens,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Bon Iver,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Father John Misty,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Hayley Williams,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Pharrell Williams,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Nelly Furtado,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Fergie,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Ciara,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Ashanti,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Mary J. Blige,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Toni Braxton,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Lauryn Hill,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Erykah Badu,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Missy Elliott,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Nelly,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Ludacris,,2
respuesta añadida,Nombra un cantante o una cantante internacional,T-Pain,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Wiz Khalifa,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Macklemore,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Logic,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Sean Paul,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Shaggy,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Gente de Zona,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Romeo Santos,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Prince Royce,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Farruko,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Sech,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Myke Towers,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Feid,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Jhayco,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Young Miko,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Bizarrap,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Tini,,2
respuesta añadida,Nombra un cantante o una cantante internacional,María Becerra,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Emilia,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Nicki Nicole,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Duki,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Trueno,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Paulo Londra,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Wos,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Nathy Peluso,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Natalia Lafourcade,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Julieta Venegas,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Mon Laferte,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Kali Uchis,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Natti Natasha,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Christian Nodal,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Carin León,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Grupo Frontera,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Junior H,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Danna Paola,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Sebastián Yatra,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Manuel Turizo,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Camilo,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Fonseca,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Reik,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Jesse & Joy,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Alejandro Fernández,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Vicente Fernández,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Juan Gabriel,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Marco Antonio Solís,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Ricardo Arjona,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Ricardo Montaner,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Franco de Vita,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Chayanne,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Gustavo Cerati,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Fito Páez,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Charly García,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Andrés Calamaro,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Soda Stereo,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Mercedes Sosa,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Rubén Blades,,2
respuesta añadida,Nombra un cantante o una cantante internacional,Selena,,2
